Date,Open,High,Low,Close,Adj Close,Volume
2022-11-04,166.860001,166.860001,152.289993,155.500000,151.122513,1094100
2022-11-07,157.369995,158.600006,152.570007,155.000000,150.636597,885500
2022-11-08,160.000000,168.580002,158.300003,167.449997,162.736130,862800
2022-11-09,163.500000,163.850006,157.139999,158.940002,154.465683,579400
2022-11-10,163.649994,164.360001,161.320007,162.690002,159.010513,313900
2022-11-11,162.839996,169.330002,162.559998,168.229996,164.425201,614300
2022-11-14,168.470001,171.529999,167.309998,168.240005,164.434998,461600
2022-11-15,171.559998,174.089996,169.830002,170.580002,166.722076,447200
2022-11-16,169.929993,171.399994,167.229996,169.070007,165.246231,549900
2022-11-17,166.860001,172.759995,166.860001,170.479996,166.624313,398700
2022-11-18,172.970001,173.339996,169.699997,170.949997,167.083710,267200
2022-11-21,171.639999,172.619995,169.429993,169.520004,165.686050,353600
2022-11-22,169.710007,173.389999,169.529999,173.039993,169.126419,299100
2022-11-23,172.779999,175.199997,172.779999,174.139999,170.201538,181500
2022-11-25,173.080002,176.750000,173.080002,175.149994,171.188705,112500
2022-11-28,173.229996,175.190002,173.169998,174.630005,170.680481,363100
2022-11-29,185.320007,188.929993,185.059998,187.610001,183.366913,2253600
2022-11-30,186.240005,191.419998,183.509995,189.559998,185.272812,7328100
2022-12-01,189.000000,189.000000,182.220001,184.199997,180.034042,887600
2022-12-02,182.830002,184.500000,182.050003,183.279999,179.134842,383100
2022-12-05,181.639999,182.949997,179.899994,181.380005,177.277802,495900
2022-12-06,181.100006,185.130005,178.240005,179.720001,175.655365,571800
2022-12-07,178.369995,182.300003,177.720001,181.880005,177.766510,416800
2022-12-08,181.419998,184.279999,180.779999,181.910004,177.795837,407000
2022-12-09,180.320007,184.350006,180.320007,181.970001,177.854477,360700
2022-12-12,181.970001,184.500000,180.339996,184.300003,180.131775,339200
2022-12-13,189.580002,190.710007,179.630005,180.160004,176.085403,456600
2022-12-14,178.669998,182.699997,178.050003,181.539993,177.434189,414700
2022-12-15,179.000000,179.550003,174.270004,174.589996,170.641373,322400
2022-12-16,173.289993,178.220001,172.850006,177.779999,173.759232,1141100
2022-12-19,176.610001,176.880005,167.619995,169.990005,166.145416,394800
2022-12-20,169.929993,173.149994,168.619995,172.100006,168.207703,379300
2022-12-21,172.740005,176.050003,171.679993,175.869995,171.892426,395300
2022-12-22,173.639999,174.360001,171.610001,173.669998,169.742188,354800
2022-12-23,173.690002,176.479996,173.690002,175.960007,171.980392,214100
2022-12-27,175.960007,176.850006,174.059998,176.750000,172.752533,257100
2022-12-28,177.009995,177.949997,173.320007,173.330002,169.409882,194300
2022-12-29,174.000000,177.990005,172.559998,176.539993,172.547272,159000
2022-12-30,175.210007,175.240005,171.960007,175.029999,171.071426,194200
2023-01-03,176.220001,177.850006,174.179993,174.240005,170.299301,269000
2023-01-04,175.240005,179.240005,174.539993,179.020004,174.971191,264200
2023-01-05,178.619995,180.679993,176.429993,179.759995,175.694443,177000
2023-01-06,182.039993,184.820007,179.660004,183.990005,179.828781,191000
2023-01-09,183.710007,184.860001,182.050003,182.779999,178.646133,209000
2023-01-10,182.500000,184.960007,182.070007,183.970001,179.809235,212700
2023-01-11,185.000000,186.279999,183.309998,185.169998,180.982101,249400
2023-01-12,185.220001,185.600006,182.050003,183.119995,178.978455,225200
2023-01-13,182.149994,185.029999,181.199997,184.089996,179.926514,137000
2023-01-17,184.750000,186.029999,182.490005,183.429993,179.281433,187000
2023-01-18,183.389999,185.479996,181.740005,183.570007,179.418289,236000
2023-01-19,181.490005,183.380005,180.419998,182.259995,178.137909,172600
2023-01-20,182.389999,186.009995,181.580002,185.910004,181.705368,203000
2023-01-23,185.509995,187.550003,184.630005,187.399994,183.161652,251500
2023-01-24,187.440002,188.910004,185.919998,186.770004,182.545914,228400
2023-01-25,186.789993,195.270004,186.529999,191.960007,187.618530,413700
2023-01-26,192.830002,196.270004,192.830002,196.240005,191.801743,261900
2023-01-27,199.839996,204.759995,197.669998,204.350006,199.728302,438200
2023-01-30,203.050003,203.809998,197.009995,201.479996,196.923233,399100
2023-01-31,201.690002,204.889999,198.429993,204.770004,200.138809,475200
2023-02-01,203.740005,211.440002,202.529999,210.869995,206.100845,329200
2023-02-02,211.919998,217.759995,210.330002,212.750000,207.938324,395100
2023-02-03,211.089996,214.490005,208.020004,209.380005,204.644547,458400
2023-02-06,208.399994,210.360001,206.729996,207.610001,202.914581,246400
2023-02-07,206.619995,207.789993,195.449997,202.009995,197.441238,514400
2023-02-08,202.009995,204.080002,200.369995,201.110001,196.561584,300200
2023-02-09,202.330002,202.330002,196.210007,197.990005,194.819931,251900
2023-02-10,196.009995,197.509995,194.389999,195.750000,192.615799,247300
2023-02-13,196.000000,198.149994,194.000000,197.440002,194.278732,257100
2023-02-14,196.470001,198.440002,195.020004,197.880005,194.711700,191700
2023-02-15,198.139999,202.259995,197.149994,202.169998,198.932999,261700
2023-02-16,198.320007,201.339996,198.009995,199.529999,196.335266,177300
2023-02-17,199.779999,200.830002,196.949997,200.160004,196.955185,337400
2023-02-21,198.229996,198.820007,194.229996,194.770004,191.651489,212100
2023-02-22,194.059998,196.690002,193.320007,195.940002,192.802750,245900
2023-02-23,195.809998,198.169998,194.550003,196.830002,193.678497,151200
2023-02-24,194.169998,195.149994,190.009995,191.360001,188.296082,441000
2023-02-27,191.470001,192.860001,186.330002,192.300003,189.221039,867800
2023-02-28,184.740005,189.000000,180.020004,185.899994,182.923492,898100
2023-03-01,185.000000,186.679993,180.960007,186.220001,183.238388,494200
2023-03-02,184.940002,185.089996,181.089996,183.789993,180.847275,374000
2023-03-03,184.419998,185.190002,181.130005,182.960007,180.030579,462800
2023-03-06,183.440002,185.529999,178.889999,179.389999,176.517731,541600
2023-03-07,179.600006,181.169998,174.369995,174.520004,171.725723,545300
2023-03-08,174.589996,175.850006,170.440002,171.800003,169.049271,644600
2023-03-09,171.270004,172.100006,162.020004,162.509995,159.907990,652500
2023-03-10,161.899994,168.119995,158.589996,165.699997,163.046921,904000
2023-03-13,165.199997,171.080002,164.199997,166.250000,163.588120,787200
2023-03-14,169.210007,173.220001,164.119995,165.529999,162.879639,543700
2023-03-15,162.110001,164.490005,159.020004,160.449997,157.880997,429200
2023-03-16,158.479996,166.559998,158.279999,164.080002,161.452866,443300
2023-03-17,162.860001,164.809998,158.070007,159.199997,156.651001,644100
2023-03-20,160.089996,163.539993,159.250000,160.789993,158.215530,330200
2023-03-21,163.449997,164.960007,160.210007,163.250000,160.636154,270600
2023-03-22,164.460007,165.309998,161.220001,161.460007,158.874832,308800
2023-03-23,162.779999,164.149994,159.089996,160.729996,158.156494,373400
2023-03-24,159.589996,160.750000,157.410004,160.270004,157.703888,381600
2023-03-27,161.770004,169.100006,160.630005,168.289993,165.595459,758700
2023-03-28,166.750000,169.330002,165.169998,166.039993,163.381485,443400
2023-03-29,167.570007,171.320007,167.570007,170.490005,167.760239,387800
2023-03-30,172.699997,172.699997,168.520004,170.089996,167.366638,195900
2023-03-31,171.009995,172.869995,170.699997,172.660004,169.895493,198500
2023-04-03,173.050003,174.179993,171.360001,172.820007,170.052933,178100
2023-04-04,173.630005,173.630005,168.190002,170.529999,167.799591,225900
2023-04-05,169.910004,173.169998,169.419998,172.750000,169.984055,280700
2023-04-06,171.839996,174.649994,171.839996,172.960007,170.190689,198800
2023-04-10,172.000000,177.649994,171.940002,176.119995,173.300095,198000
2023-04-11,176.750000,178.289993,175.960007,177.449997,174.608795,237500
2023-04-12,179.720001,179.869995,174.770004,174.970001,172.168518,144700
2023-04-13,176.660004,178.610001,176.289993,177.179993,174.343109,149500
2023-04-14,177.229996,179.009995,176.600006,178.529999,175.671509,160100
2023-04-17,179.440002,179.589996,176.130005,177.949997,175.100784,229800
2023-04-18,178.509995,179.509995,175.630005,175.800003,172.985214,208400
2023-04-19,175.110001,177.820007,172.470001,176.350006,173.526413,287400
2023-04-20,175.119995,177.490005,175.009995,175.639999,172.827774,252600
2023-04-21,175.639999,175.660004,172.190002,172.710007,169.944702,220300
2023-04-24,172.839996,176.039993,172.610001,174.050003,171.263229,203600
2023-04-25,172.309998,173.869995,169.619995,170.440002,167.711029,216600
2023-04-26,170.199997,171.729996,168.619995,169.389999,166.677841,188700
2023-04-27,169.860001,172.839996,168.899994,172.770004,170.003738,171900
2023-04-28,172.619995,175.899994,172.619995,173.449997,170.672852,252600
2023-05-01,174.110001,176.020004,172.399994,173.570007,170.790939,181900
2023-05-02,172.000000,172.029999,163.339996,167.520004,164.837784,353300
2023-05-03,168.740005,170.619995,165.000000,165.199997,162.554932,254800
2023-05-04,163.479996,163.479996,156.389999,156.589996,154.082794,246300
2023-05-05,158.509995,165.630005,158.029999,164.259995,161.629974,291600
2023-05-08,165.679993,169.389999,165.360001,166.009995,163.351959,353600
2023-05-09,166.020004,171.089996,163.929993,164.199997,161.570938,416400
2023-05-10,164.360001,167.320007,157.600006,160.009995,157.448029,438800
2023-05-11,158.470001,159.309998,155.389999,157.179993,155.979340,421300
2023-05-12,158.089996,160.130005,156.570007,159.789993,158.569397,320800
2023-05-15,160.210007,162.289993,160.199997,161.449997,160.216721,278400
2023-05-16,160.800003,160.800003,157.529999,159.169998,157.954132,320900
2023-05-17,160.509995,164.399994,159.789993,163.279999,162.032745,250300
2023-05-18,163.220001,164.830002,160.300003,163.119995,161.873962,240800
2023-05-19,164.000000,164.000000,159.160004,160.300003,159.075516,245600
2023-05-22,161.059998,161.990005,160.029999,160.630005,159.402985,197700
2023-05-23,160.009995,161.639999,158.850006,158.899994,157.686203,283000
2023-05-24,158.240005,159.539993,155.110001,155.570007,154.381653,318000
2023-05-25,154.839996,155.860001,150.990005,151.809998,150.650360,368300
2023-05-26,152.270004,153.240005,151.610001,152.520004,151.354935,334300
2023-05-30,152.899994,153.889999,152.009995,152.610001,151.444244,378600
2023-05-31,151.750000,152.740005,148.000000,150.919998,149.767151,483700
2023-06-01,150.899994,153.639999,149.570007,152.270004,151.106857,300900
2023-06-02,154.009995,158.440002,154.009995,157.669998,156.465591,264500
2023-06-05,156.770004,157.979996,155.940002,156.770004,155.572479,272300
2023-06-06,155.880005,161.419998,155.300003,161.259995,160.028168,296300
2023-06-07,162.229996,167.669998,162.100006,166.610001,165.337311,342000
2023-06-08,166.740005,169.089996,164.270004,168.330002,167.044174,301800
2023-06-09,168.490005,169.070007,165.130005,165.509995,164.245697,208800
2023-06-12,165.509995,168.080002,164.750000,167.619995,166.339584,223800
2023-06-13,167.589996,170.429993,167.589996,168.300003,167.014404,265900
2023-06-14,168.699997,171.220001,165.229996,166.059998,164.791504,273100
2023-06-15,165.860001,167.190002,164.399994,166.899994,165.625092,286900
2023-06-16,167.009995,168.000000,163.970001,165.029999,163.769379,752100
2023-06-20,164.160004,164.160004,160.630005,162.479996,161.238846,348200
2023-06-21,162.000000,164.770004,160.979996,162.630005,161.387711,341200
2023-06-22,162.669998,162.669998,159.000000,159.850006,158.628952,249300
2023-06-23,158.830002,160.470001,157.649994,158.169998,156.961777,527300
2023-06-26,158.750000,165.550003,158.190002,164.490005,163.233505,298500
2023-06-27,164.220001,168.649994,163.270004,167.889999,166.607529,198500
2023-06-28,167.160004,167.160004,162.690002,166.000000,164.731964,226900
2023-06-29,165.789993,169.309998,165.419998,169.169998,167.877747,210200
2023-06-30,169.800003,169.899994,166.020004,166.550003,165.277771,250400
2023-07-03,167.300003,168.539993,165.020004,167.119995,165.843414,228200
2023-07-05,165.470001,167.460007,163.029999,167.169998,165.893021,250300
2023-07-06,165.080002,167.690002,164.460007,167.520004,166.240356,195100
2023-07-07,167.869995,171.679993,167.869995,170.330002,169.028900,342200
2023-07-10,170.339996,174.490005,170.279999,172.460007,171.142624,283200
2023-07-11,174.059998,176.179993,173.270004,175.089996,173.752533,306400
2023-07-12,178.000000,178.000000,175.880005,176.960007,175.608246,168300
2023-07-13,178.039993,180.320007,176.169998,178.479996,177.116638,217700
2023-07-14,178.509995,179.940002,174.380005,175.000000,173.663223,207600
2023-07-17,175.470001,177.720001,174.039993,175.919998,174.576187,170800
2023-07-18,176.490005,183.789993,176.490005,183.050003,181.651733,300500
2023-07-19,183.869995,185.619995,181.440002,182.039993,180.649429,245800
2023-07-20,182.500000,183.960007,181.179993,183.449997,182.048660,211800
2023-07-21,183.649994,183.649994,180.160004,180.330002,178.952499,198900
2023-07-24,180.600006,182.339996,180.029999,180.679993,179.299820,164000
2023-07-25,179.820007,183.690002,179.800003,181.039993,179.657074,191700
2023-07-26,181.339996,183.410004,180.919998,181.779999,180.391434,220800
2023-07-27,183.000000,184.279999,180.000000,180.279999,178.902878,211900
2023-07-28,181.940002,184.130005,181.940002,182.410004,181.016617,162600
2023-07-31,182.529999,187.320007,182.529999,186.720001,185.293686,239200
2023-08-01,185.990005,186.630005,181.839996,182.190002,180.798294,245200
2023-08-02,181.169998,182.300003,179.289993,179.910004,178.535721,246800
2023-08-03,179.250000,179.270004,175.240005,175.539993,174.199081,302700
2023-08-04,175.270004,182.179993,175.270004,181.729996,180.341812,318800
2023-08-07,183.139999,186.880005,181.039993,184.130005,182.723480,650300
2023-08-08,177.000000,182.860001,174.429993,176.729996,175.380005,558700
2023-08-09,175.139999,175.139999,165.039993,165.190002,165.190002,559800
2023-08-10,165.190002,167.649994,164.350006,165.429993,165.429993,249900
2023-08-11,164.259995,165.889999,163.529999,164.750000,164.750000,330800
2023-08-14,163.589996,163.589996,159.500000,162.089996,162.089996,412200
2023-08-15,160.160004,162.539993,159.169998,161.839996,161.839996,286200
